,graph_name,code,internal_name,name,directory,data_source,availability,consistency_check,category,node_meaning,edge_meaning,network_format,edge_type,temporal_data,reciprocal,directed_cycles,loops,snapshot,dataset_timestamp,network_join,orientation,multiplicity,connectedness,txt_file_size,compressed_txt_file_size,zero_weights,skew_symmetry,complete,k_core,tournament,paths
91,edit-knwikibooks,bkn,edit-knwikibooks,Wikibooks edits (kn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
92,edit-ndswikibooks,bnds,edit-ndswikibooks,Wikibooks edits (nds),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
93,edit-bhwiktionary,mbh,edit-bhwiktionary,Wiktionary edits (bh),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
94,edit-kjwiki,kj,edit-kjwiki,Wikipedia edits (kj),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
95,edit-snwiktionary,msn,edit-snwiktionary,Wiktionary edits (sn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
96,edit-swwikibooks,bsw,edit-swwikibooks,Wikibooks edits (sw),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
97,edit-htwikisource,qht,edit-htwikisource,Wikiquote edits (ht),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
98,edit-aswiktionary,mas,edit-aswiktionary,Wiktionary edits (as),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
99,edit-cowikiquote,qco,edit-cowikiquote,Wikiquote edits (co),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
100,edit-alswikibooks,bals,edit-alswikibooks,Wikibooks edits (als),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
101,edit-howiki,ho,edit-howiki,Wikipedia edits (ho),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
102,convote,CO,convote,Congress votes,,http://www.cs.cornell.edu/home/llee/data/convote.html,Dataset is available for download,Dataset passed all tests,Interaction network,Politician,Mention,"Unipartite, directed","Signed, possibly weighted, multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,2005,,,,,,,,,,,,
103,edit-mowiktionary,mmo,edit-mowiktionary,Wiktionary edits (mo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
104,edit-zuwikibooks,bzu,edit-zuwikibooks,Wikibooks edits (zu),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
105,edit-abwiktionary,mab,edit-abwiktionary,Wiktionary edits (ab),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
106,edit-tkwikibooks,btk,edit-tkwikibooks,Wikibooks edits (tk),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
107,edit-mnwikibooks,bmn,edit-mnwikibooks,Wikibooks edits (mn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
108,moreno_innovation,MI,moreno_innovation,Physicians,,http://moreno.ss.uci.edu/data.html#ckm,Dataset is available for download,Dataset passed all tests,Human social network,Physician,Trust,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,1966,,,,,,,,,,,,
109,edit-nawikibooks,bna,edit-nawikibooks,Wikibooks edits (na),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
110,edit-krwiki,kr,edit-krwiki,Wikipedia edits (kr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
111,edit-astwikibooks,bast,edit-astwikibooks,Wikibooks edits (ast),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
112,edit-hzwiki,hz,edit-hzwiki,Wikipedia edits (hz),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
113,moreno_mac,MQ,moreno_mac,Japanese macaques,,http://moreno.ss.uci.edu/data.html#mac,Dataset is available for download,Dataset passed all tests,Animal network,Macaque,Dominance,"Unipartite, directed","Positive weights, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
114,edit-vowikibooks,bvo,edit-vowikibooks,Wikibooks edits (vo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
115,edit-cowikibooks,bco,edit-cowikibooks,Wikibooks edits (co),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
116,edit-suwikibooks,bsu,edit-suwikibooks,Wikibooks edits (su),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
117,edit-chowiki,cho,edit-chowiki,Wikipedia edits (cho),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
118,edit-uzwikibooks,buz,edit-uzwikibooks,Wikibooks edits (uz),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
119,subelj_euroroad,ET,subelj_euroroad,Euroroads,,http://lovro.lpt.fri.uni-lj.si/support.jsp,Dataset is available for download,Dataset passed all tests,Infrastructure network,City,Road,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,,,,,,,,,,,,,,
120,edit-iiwiki,ii,edit-iiwiki,Wikipedia edits (ii),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
121,edit-astwikiquote,qast,edit-astwikiquote,Wikiquote edits (ast),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
122,edit-amwikiquote,qam,edit-amwikiquote,Wikiquote edits (am),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
123,moreno_crime,MC,moreno_crime,Crime,,http://moreno.ss.uci.edu/data.html#crime,Dataset is available for download,Dataset passed all tests,Interaction network,"Person, crime",Involvment,"Bipartite, undirected","Unweighted, no multiple edges",,,,,,,,,,,,,,,,,,
124,edit-dinwiki,din,edit-dinwiki,Wikipedia edits (din),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
125,edit-mhwiki,mh,edit-mhwiki,Wikipedia edits (mh),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
126,edit-lbwikiquote,qlb,edit-lbwikiquote,Wikiquote edits (lb),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
127,librec-filmtrust-trust,FT,librec-filmtrust-trust,FilmTrust trust,,https://www.librec.net/datasets.html,Dataset is available for download,Dataset passed all tests,Online social network,User,Trust,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,Is a snapshot and likely to not contain all data,2011,,,,,,,,,,,,
128,dimacs10-celegans_metabolic,CE,dimacs10-celegans_metabolic,Caenorhabditis elegans (metabolic),,https://www.cc.gatech.edu/dimacs10/archive/clustering.shtml,Dataset is available for download,Dataset passed all tests,Metabolic network,Substrate,Metabolic reaction,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,Is a snapshot and likely to not contain all data,,,,,,,,,,,,,
129,edit-zh_min_nanwikibooks,bzh-min-nan,edit-zh_min_nanwikibooks,Wikibooks edits (zh-min-nan),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
130,edit-lvwikibooks,blv,edit-lvwikibooks,Wikibooks edits (lv),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
131,unicodelang,UL,unicodelang,Unicode languages,,http://www.unicode.org/cldr/charts/25/supplemental/territory_language_information.html,Dataset is available for download,Dataset passed all tests,Feature network,"Country, language",Hosts,"Bipartite, undirected","Positive weights, no multiple edges",,,,,,2015,,,,,,,Edges may have weight zero,,,,,
132,edit-mgwikibooks,bmg,edit-mgwikibooks,Wikibooks edits (mg),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
133,edit-wowikiquote,qwo,edit-wowikiquote,Wikiquote edits (wo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
134,edit-kywikiquote,qky,edit-kywikiquote,Wikiquote edits (ky),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
135,edit-kywikibooks,bky,edit-kywikibooks,Wikibooks edits (ky),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
136,edit-zh_min_nanwikiquote,qzh-min-nan,edit-zh_min_nanwikiquote,Wikiquote edits (zh-min-nan),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
137,arenas-jazz,JZ,arenas-jazz,Jazz musicians,,http://deim.urv.cat/~alexandre.arenas/data/welcome.htm,Dataset is available for download,Dataset passed all tests,Human social network,Musician,Collaboration,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,Is a snapshot and likely to not contain all data,2003,Is the join of an underlying network,,,,,,,,,,,
138,moreno_propro,Mp,moreno_propro,Yeast,,http://moreno.ss.uci.edu/data.html#pro-pro,Dataset is available for download,Dataset passed all tests,Metabolic network,Protein,Interaction,"Unipartite, undirected","Unweighted, no multiple edges",,,,Contains loops,,,,,,,,,,,,,,
139,edit-fowikisource,qfo,edit-fowikisource,Wikiquote edits (fo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
