,graph_name,directed,size,volume,n,m,unique_edge_count,loop_count,wedge_count,claw_count,cross_count,triangle_count,square_count,tour_count_4,maximum_degree,maximum_outdegree,maximum_indegree,average_degree,fill,average_edge_multiplicity,size_of_lcc,size_of_lscc,relative_size_of_lscc,diameter,percentile_effective_diameter_50,percentile_effective_diameter_90,median_distance,mean_distance,gini_coefficient,balanced_inequality_ratio,outdegree_balanced_inequality_ratio,indegree_balanced_inequality_ratio,relative_edge_distribution_entropy,power_law_exponent,tail_power_law_exponent,tail_power_law_exponent_with_p,p_value,degree_assortativity,degree_assortativity_p_value,clustering_coefficient,directed_clustering_coefficient,spectral_norm,operator_2_norm,cyclic_eigenvalue,reciprocity,non_bipartivity,normalized_non_bipartivity,algebraic_non_bipartivity,spectral_bipartite_frustration,relative_controllability,controllability,in_outdegree_correlation,outdegree_tail_power_law_exponent_with_p,indegree_p_value,indegree_tail_power_law_exponent_with_p,outdegree_p_value,algebraic_connectivity,spectral_separation,triadic_conflict,spectral_signed_frustration,algebraic_conflict,negativity,left_balanced_inequality_ratio,average_left_degree,right_size,left_size,maximum_right_degree,maximum_left_degree,right_balanced_inequality_ratio,right_tail_power_law_exponent_with_p,left_p_value,right_p_value,left_tail_power_law_exponent_with_p,average_right_degree
60,edit-xhwiktionary,0,141,147,,,117,,447,1692,5659,,121,2994,34,,,2.08511,0.0298927,1.25641,28,,,8,2.77755,5.01912,3,3.38444,0.463616,0.329932,,,0.921476,3.7428,2.311,2.311,0.0,-0.0186691,0.841647,,,9.045,,,,,,,,0.44,55,,,,,,0.076655,1.92632,,,,,0.272109,3.86842,103,38,8,34,0.367347,5.631,0.725,0.032,2.361,1.42718
61,edit-ugwikibooks,0,107,150,,,118,,649,3481,16316,,197,4440,43,,,2.80374,0.057561,1.27119,61,,,12,5.10855,8.08714,6,5.3894,0.499268,0.323333,,,0.905045,3.01421,2.831,2.831,0.209,0.103468,0.264857,,,10.1464,,,,,,,,0.52381,55,,,,,,0.0378487,2.15702,,,,,0.293333,6.0,82,25,8,43,0.373333,5.141,0.131,0.381,2.771,1.82927
62,league-fr1-2016,1,20,380,,,285,0,3420,71867,476146,1140,11380,103522,38,19,19,38.0,0.75,1.33333,20,20,1.0,1,0.473333,0.894667,1,0.949367,0.0621053,0.452632,0.435088,0.435088,0.997997,20.7356,8.991,8.991,0.01,-0.0829081,0.117371,1.0,0.764982,22.9912,21.4518,4.48224,0.74386,0.797627,0.846165,14.5449,0.203142,0.0,0,-0.103518,8.991,0.881,8.721,0.293,34.4326,1.19173,0.470016,0.366052,16.692,0.347368,,,,,,,,,,,,
63,league-uk1-2013,1,20,380,,,302,0,3420,84608,587190,1140,12029,109026,38,19,19,38.0,0.794737,1.25828,20,20,1.0,1,0.473333,0.894667,1,0.949367,0.0432119,0.470199,0.456954,0.466887,0.998852,6.38336,8.991,8.991,0.0,-0.095939,0.0682641,1.0,0.791359,19.4268,21.7445,2.50721,0.801325,0.795621,0.818136,13.167,0.181865,0.0,0,0.251548,6.021,0.178,8.991,0.0,36.7508,1.08524,0.511146,0.493919,19.9543,0.407285,,,,,,,,,,,,
64,moreno_highschool,1,70,366,,,,0,2278,16957,54264,307,1277,19876,23,12,18,10.4571,0.0757764,,70,67,0.957143,6,2.22535,3.51002,3,2.66411,0.24235,0.400273,0.420765,0.363388,0.977083,1.79391,4.381,4.381,0.048,0.0829577,0.0522701,0.404302,0.403252,20.6981,10.9772,9.58462,0.502732,0.60591,0.451279,1.46637,0.0468276,0.0571429,4,0.360804,5.701,0.194,4.681,0.233,1.06734,1.23315,,,,,,,,,,,,,,,,
65,edit-miwikibooks,0,94,155,,,106,,801,5449,30482,,234,5316,49,,,3.29787,0.0716216,1.46226,54,,,8,3.01857,5.75178,4,3.65948,0.560407,0.3,,,0.875478,3.15841,2.141,2.141,0.0,0.382157,5.2896200000000004e-05,,,14.9693,,,,,,,,0.586957,54,,,,,,0.0471748,1.39762,,,,,0.212903,7.75,74,20,14,49,0.367742,6.401,0.643,0.49,1.681,2.09459
66,edit-gawikiquote,0,112,157,,,123,,860,5576,30726,,258,5766,49,,,2.80357,0.051101,1.27642,73,,,10,3.76089,6.24251,4,4.30777,0.509631,0.318471,,,0.885769,3.19944,2.151,2.151,0.35,-0.0223485,0.80618,,,10.7476,,,,,,,,0.504587,55,,,,,,0.0483292,1.92399,,,,,0.235669,5.41379,83,29,9,49,0.356688,4.651,0.384,0.251,1.791,1.89157
67,edit-rmwiktionary,0,142,156,,,138,,2817,65184,1151139,,24,12028,74,,,2.19718,0.0565574,1.13043,74,,,2,1.47974,1.89595,2,1.94818,0.543296,0.282051,,,0.808936,5.7539,2.771,2.771,0.157,-0.477479,3.1903100000000003e-09,,,8.60233,,,,,,,,0.71831,102,,,,,,,1.33217,,,,,0.205128,7.8,122,20,6,74,0.435897,3.711,0.304,0.425,1.691,1.27869
68,edit-akwikibooks,0,121,164,,,120,,1033,11296,102624,,50,4944,73,,,2.71074,0.0449775,1.36667,68,,,8,2.72205,4.76377,3,3.26966,0.568995,0.292683,,,0.870422,4.1277,2.421,2.421,0.049,-0.218783,0.0163628,,,14.3304,,,,,,,,0.520661,63,,,,,,0.0414311,1.97751,,,,,0.20122,5.65517,92,29,6,73,0.353659,2.901,0.028,0.076,1.831,1.78261
69,edit-aawiktionary,0,139,171,,,134,,693,3579,15663,,158,4340,39,,,2.46043,0.034359,1.27612,32,,,5,1.64,2.8303,2,2.21562,0.482924,0.321637,,,0.903185,3.90866,2.361,2.361,0.018,0.224372,0.00915305,,,9.68644,,,,,,,,0.453237,63,,,,,,0.39114,1.37496,,,,,0.25731,4.38462,100,39,8,39,0.368421,5.051,0.5,0.341,1.901,1.71
70,moreno_hens,1,32,496,,,,0,14880,143840,1006880,4960,107880,923552,31,31,29,31.0,0.5,,32,31,0.96875,1,0.486038,0.897208,1,0.972835,0.0,0.46875,0.356855,0.362903,1.0,inf,,,,,,1.0,0.914449,31.0,19.6018,7.21263,0.0,0.967742,0.967742,30.0,0.241935,0.03125,1,-0.807129,,,,,32.0,31.0,,,,,,,,,,,,,,,,
71,edit-guwikibooks,0,115,182,,,137,,1323,13872,112520,,475,9586,65,,,3.16522,0.0549318,1.32847,64,,,11,3.00479,7.71859,4,4.16693,0.519934,0.315934,,,0.873226,2.97428,3.201,3.201,0.005,0.168393,0.049183,,,12.6019,,,,,,,,0.513043,59,,,,,,0.0294068,2.26885,,,,,0.247253,6.27586,86,29,10,65,0.368132,5.301,0.633,0.774,2.131,2.11628
72,edit-bmwiktionary,0,119,179,,,134,,913,6226,36038,,258,6008,50,,,3.0084,0.0472163,1.33582,81,,,10,4.02096,6.00407,5,4.38824,0.519878,0.307263,,,0.894962,3.07749,2.391,2.391,0.461,-0.172605,0.0461163,,,11.1036,,,,,,,,0.462185,55,,,,,,0.0466789,1.4695,,,,,0.268156,5.42424,86,33,17,50,0.363128,5.581,0.391,0.016,2.431,2.0814
73,edit-wawikibooks,0,171,187,,,137,,1244,16533,178952,,4,5282,55,,,2.18713,0.0252861,1.36496,55,,,5,1.61599,2.66813,2,2.19619,0.573022,0.278075,,,0.884092,6.08438,2.831,2.831,0.586,-0.155023,0.0704785,,,42.2019,,,,,,,,0.497006,83,,,,,,0.137589,6.14856,,,,,0.235294,4.45238,129,42,42,55,0.395722,3.991,0.927,0.266,2.281,1.44961
74,edit-lnwikibooks,0,114,195,,,129,,866,5819,32874,,288,6106,51,,,3.42105,0.0563811,1.51163,73,,,14,5.02629,9.06389,6,5.46854,0.574419,0.284615,,,0.893242,3.01267,2.311,2.311,0.444,0.338628,8.663940000000001e-05,,,13.773,,,,,,,,0.553571,62,,,,,,0.0185175,1.24247,,,,,0.210256,7.5,88,26,7,51,0.364103,6.281,0.59,0.399,1.951,2.21591
75,edit-yowikibooks,0,147,193,,,139,,743,3974,18823,,94,4026,40,,,2.62585,0.0347848,1.38849,53,,,8,3.07338,5.02353,4,3.45138,0.568959,0.287565,,,0.89997,4.13624,2.421,2.421,0.007,-0.110129,0.196838,,,30.1662,,,,,,,,0.520548,76,,,,,,0.0811297,3.5448,,,,,0.243523,5.36111,111,36,30,40,0.362694,3.011,0.489,0.0,2.021,1.73874
76,dimacs10-football,0,115,613,,,,0,5967,17513,34475,810,3915,56414,12,,,10.6609,0.0935164,,115,,,4,2.00448,2.82814,3,2.39681,0.0399603,0.478793,,,0.999244,3.39868,8.991,8.991,0.0,0.162442,1.0650599999999999e-08,0.40724,,10.7806,,,,0.579913,0.557894,5.0774,0.119066,0.026087,3,,,,,,1.459,1.16189,,,,,,,,,,,,,,,,
77,edit-kkwikiquote,0,176,200,,,136,,1207,15543,163831,,3,5168,53,,,2.27273,0.0254539,1.47059,50,,,4,1.52216,1.99271,2,2.09381,0.592598,0.27,,,0.881597,6.01972,2.821,2.821,0.191,-0.240697,0.0047621,,,38.3014,,,,,,,,0.521472,85,,,,,,,4.48516,,,,,0.225,5.12821,137,39,38,53,0.38,4.161,0.548,0.715,2.221,1.45985
78,edit-bowiktionary,0,195,204,,,189,,3743,76774,1263329,,31,15762,74,,,2.09231,0.0416667,1.07937,75,,,2,1.47983,1.89597,2,1.94836,0.538545,0.289216,,,0.814999,6.25544,2.861,2.861,0.012,-0.400092,1.1708400000000001e-08,,,8.60233,,,,,,,,0.74359,145,,,,,,,1.32365,,,,,0.186275,7.55556,168,27,9,74,0.45098,3.901,0.423,0.349,1.711,1.21429
79,edit-xhwikibooks,0,167,202,,,142,,1281,16607,179037,,18,5564,55,,,2.41916,0.0295218,1.42254,49,,,3,1.47888,1.91251,2,1.94213,0.587996,0.269802,,,0.882451,5.53563,2.731,2.731,0.182,-0.279293,0.000762725,,,42.2019,,,,,,,,0.554217,92,,,,,,,6.15436,,,,,0.242574,5.45946,130,37,42,55,0.386139,3.891,0.799,0.042,2.171,1.55385
80,edit-lbwikibooks,0,175,208,,,149,,1379,18834,212593,,7,5910,56,,,2.37714,0.0262509,1.39597,82,,,10,2.87903,6.37005,3,3.92439,0.586502,0.271635,,,0.883579,5.27037,2.681,2.681,0.553,-0.212151,0.00939159,,,43.1972,,,,,,,,0.5,86,,,,,,0.0178551,5.98102,,,,,0.245192,4.83721,132,43,43,56,0.379808,3.721,0.909,0.107,2.381,1.57576
81,edit-muswiki,0,163,221,,,154,,1120,9523,67217,,302,7244,53,,,2.71166,0.0275689,1.43506,73,,,12,3.23426,7.91792,4,4.65609,0.525367,0.312217,,,0.894483,3.69756,2.301,2.301,0.0,0.0208075,0.797845,,,11.582,,,,,,,,0.380645,59,,,,,,0.0141515,1.46603,,,,,0.244344,4.5102,114,49,12,53,0.352941,5.731,0.301,0.094,2.011,1.9386
82,dbpedia-similar,0,430,565,,,,1,2993,9966,27882,708,5819,59652,16,,,2.62791,0.00609723,,107,,,14,3.75262,6.87416,4,4.50176,0.467541,0.318584,,,0.927887,2.67466,2.301,2.301,0.035,0.733007,1.1876e-190,0.709656,,15.0,,,,0.676315,0.06779,0.130995,0.0104914,0.186047,80,,,,,,0.0216838,2.24437,,,,,,,,,,,,,,,,
83,edit-zawikibooks,0,190,233,,,169,,1230,14665,149753,,17,5538,55,,,2.45263,0.0247946,1.3787,46,,,2,1.46755,1.89351,2,1.91931,0.589373,0.266094,,,0.899268,4.61707,2.541,2.541,0.869,-0.321601,2.01152e-05,,,42.2019,,,,,,,,0.513228,97,,,,,,,6.29109,,,,,0.240343,4.85417,142,48,42,55,0.373391,3.301,0.221,0.245,2.191,1.64085
84,edit-scwiktionary,0,123,240,,,134,,817,4414,18799,,134,4764,59,,,3.90244,0.0491563,1.79104,84,,,11,3.80118,6.9,4,4.54322,0.628059,0.254167,,,0.888623,3.30051,2.181,2.181,0.0,-0.0852096,0.327623,,,23.708,,,,,,,,0.55,66,,,,,,0.0671129,1.59677,,,,,0.1875,8.27586,94,29,18,59,0.316667,5.071,0.474,0.095,1.751,2.55319
85,edit-biwiktionary,0,244,245,,,227,,5792,141193,2577475,,29,24162,78,,,2.0082,0.0364074,1.0793,78,,,2,1.48126,1.89625,2,1.95209,0.524101,0.302041,,,0.801954,7.74924,3.101,3.101,0.003,-0.461556,2.23549e-13,,,8.83176,,,,,,,,0.770492,188,,,,,,,1.02667,,,,,0.183673,8.44828,215,29,5,78,0.461224,4.581,0.57,0.1,1.911,1.13953
86,edit-towiktionary,0,248,248,,,232,,5785,141114,2577278,,12,24008,78,,,2.0,0.0335648,1.06897,78,,,2,1.48126,1.89625,2,1.95209,0.526471,0.300403,,,0.807563,7.16511,3.011,3.011,0.007,-0.351277,3.84545e-08,,,8.83176,,,,,,,,0.741935,184,,,,,,,1.02667,,,,,0.21371,7.75,216,32,11,78,0.459677,4.511,0.677,0.408,2.101,1.14815
87,edit-yowiktionary,0,237,254,,,233,,5899,141604,2578608,,47,24746,78,,,2.14346,0.0410935,1.09013,78,,,2,1.48126,1.89625,2,1.95209,0.542651,0.28937,,,0.800212,6.6642,2.931,2.931,0.004,-0.508147,1.0610099999999999e-16,,,8.83176,,,,,,,,0.78903,187,,,,,,,1.02667,,,,,0.19685,9.40741,210,27,6,78,0.448819,3.911,0.926,0.139,1.671,1.20952
88,edit-pswikibooks,0,174,257,,,154,,1070,8122,52824,,46,4980,56,,,2.95402,0.0316547,1.66883,42,,,6,1.62235,3.19745,2,2.28143,0.62075,0.2607,,,0.887255,4.71903,2.561,2.561,0.123,-0.149038,0.065073,,,42.2374,,,,,,,,0.580838,97,,,,,,0.14901,2.58117,,,,,0.214008,7.34286,139,35,42,56,0.338521,3.401,0.474,0.006,2.011,1.84892
89,edit-twwiktionary,0,260,273,,,247,,5853,141266,2577510,,25,24414,78,,,2.1,0.0313651,1.10526,78,,,2,1.48126,1.89625,2,1.95209,0.537843,0.289377,,,0.81572,6.55155,2.911,2.911,0.021,-0.395307,1.1509400000000001e-10,,,8.83176,,,,,,,,0.738462,192,,,,,,,1.02667,,,,,0.201465,7.8,225,35,10,78,0.446886,4.061,0.395,0.056,1.941,1.21333
90,edit-dzwiktionary,0,260,274,,,254,,6167,143435,2586440,,81,26132,78,,,2.10769,0.0357797,1.07874,78,,,2,1.48126,1.89625,2,1.95209,0.542355,0.291971,,,0.804836,6.73358,2.951,2.951,0.016,-0.520254,5.1162e-19,,,8.83176,,,,,,,,0.783784,203,,,,,,,1.02667,,,,,0.167883,8.83871,229,31,6,78,0.448905,3.821,0.525,0.056,1.731,1.19651
91,edit-knwikibooks,0,204,278,,,190,,1692,18447,176632,,191,8740,57,,,2.72549,0.0257487,1.46316,50,,,4,1.52216,1.99271,2,2.09381,0.595473,0.278777,,,0.880767,4.72511,2.561,2.561,0.031,-0.195409,0.00689542,,,43.2319,,,,,,,,0.54902,112,,,,,,,4.28888,,,,,0.219424,5.91489,157,47,43,57,0.359712,3.221,0.015,0.007,1.851,1.7707
92,edit-ndswikibooks,0,244,286,,,216,,3187,71037,1284242,,26,13432,79,,,2.34426,0.0216346,1.32407,94,,,7,1.6347,3.49472,2,2.38721,0.576267,0.276224,,,0.868702,5.50183,2.721,2.721,0.019,-0.234974,0.00049723,,,42.2019,,,,,,,,0.57377,140,,,,,,0.107024,4.57377,,,,,0.216783,5.5,192,52,42,79,0.398601,8.111,0.012,0.842,1.851,1.48958
93,edit-bhwiktionary,0,268,289,,,247,,5807,141131,2577284,,17,24166,78,,,2.15672,0.0282609,1.17004,78,,,2,1.48126,1.89625,2,1.95209,0.544306,0.282007,,,0.818899,7.03081,2.991,2.991,0.0,-0.37989,6.694840000000001e-10,,,9.91637,,,,,,,,0.723881,194,,,,,,,1.12281,,,,,0.228374,7.60526,230,38,9,78,0.439446,4.441,0.331,0.791,2.021,1.25652
94,edit-kjwiki,0,160,296,,,173,,1555,15468,129049,,510,10674,66,,,3.7,0.0325739,1.71098,91,,,11,3.81118,6.65581,4,4.33523,0.563672,0.285473,,,0.884271,3.28248,2.171,2.171,0.194,-0.123755,0.104765,,,25.4951,,,,,,,,0.423077,66,,,,,,0.0325161,1.87609,,,,,0.206081,6.29787,113,47,22,66,0.344595,4.681,0.607,0.036,1.921,2.61947
95,edit-snwiktionary,0,270,295,,,271,,6255,146005,2651049,,124,26862,78,,,2.18519,0.0314349,1.08856,78,,,2,1.48126,1.89625,2,1.95209,0.548992,0.281356,,,0.817383,5.5471,2.731,2.731,0.075,-0.384464,5.62337e-11,,,9.13194,,,,,,,,0.746269,200,,,,,,,1.03399,,,,,0.19661,7.97297,233,37,13,78,0.433898,3.531,0.637,0.026,1.941,1.26609
96,edit-swwikibooks,0,264,297,,,227,,4386,122016,2673497,,23,18218,93,,,2.25,0.0202987,1.30837,124,,,12,1.79309,9.08642,2,3.83993,0.574321,0.272727,,,0.855632,5.66013,2.751,2.751,0.304,-0.255578,9.84892e-05,,,42.2729,,,,,,,,0.606299,154,,,,,,0.0119399,4.29095,,,,,0.222222,5.60377,211,53,42,93,0.400673,3.761,0.366,0.021,2.141,1.40758
97,edit-htwikisource,0,153,315,,,157,,1259,12555,114680,,65,5894,140,,,4.11765,0.0380145,2.00637,98,,,10,3.22819,5.6111,4,3.7436,0.641656,0.250794,,,0.886662,3.65815,2.291,2.291,0.531,-0.229483,0.00383868,,,36.6558,,,,,,,,0.546667,82,,,,,,0.0853374,1.86651,,,,,0.190476,9.0,118,35,38,140,0.314286,2.781,0.896,0.068,2.291,2.66949
98,edit-aswiktionary,0,300,310,,,265,,6012,144740,2655294,,24,25082,80,,,2.06667,0.0239797,1.16981,92,,,6,1.55724,2.71912,2,2.25573,0.538987,0.28871,,,0.8237,6.95633,2.981,2.981,0.0,-0.340719,1.2594099999999999e-08,,,9.06679,,,,,,,,0.707317,203,,,,,,0.050555,1.0366,,,,,0.2,7.2093,257,43,6,80,0.435484,4.231,0.678,0.42,1.971,1.20623
99,edit-cowikiquote,0,270,315,,,243,,5355,167255,4083969,,30,22186,106,,,2.33333,0.0192857,1.2963,118,,,6,1.6183,3.34576,2,2.33383,0.577143,0.274603,,,0.851065,5.56758,2.741,2.741,0.353,-0.289707,4.3975199999999995e-06,,,39.2556,,,,,,,,0.562963,152,,,,,,0.05744,3.64227,,,,,0.222222,5.25,210,60,39,106,0.393651,3.511,0.831,0.062,2.231,1.5
100,edit-alswikibooks,0,270,323,,,262,,5294,126361,2457723,,70,22324,89,,,2.39259,0.025427,1.23282,104,,,6,1.62124,3.40267,2,2.34497,0.570364,0.273994,,,0.839937,5.1948,2.661,2.661,0.011,-0.319853,1.20859e-07,,,10.6925,,,,,,,,0.659259,178,,,,,,0.175243,1.10213,,,,,0.20743,7.02174,224,46,9,89,0.405573,5.351,0.09,0.268,2.141,1.44196
101,edit-howiki,0,181,345,,,204,,2634,38025,442433,,909,18276,88,,,3.81215,0.0300708,1.69118,107,,,10,2.84867,5.96785,3,3.75501,0.576019,0.286957,,,0.867176,3.30494,3.191,3.191,0.0,-0.156927,0.0249938,,,22.9175,,,,,,,,0.455556,82,,,,,,0.0351997,1.23537,,,,,0.202899,6.50943,128,53,26,88,0.356522,4.801,0.23,0.029,1.951,2.69531
102,convote,1,219,764,,,587,2,5342,45501,271364,212,822,28986,50,42,20,6.97717,0.0122391,1.30153,219,109,0.497717,7,2.67051,3.87071,3,3.18369,0.533064,0.29046,0.287905,0.337308,0.906903,1.92799,3.191,3.191,0.62,-0.339502,1.5961099999999997e-29,0.119057,0.101391,17.836,11.8307,7.18598,0.221465,0.332336,0.237671,0.358762,0.0187784,0.543379,119,0.472475,2.931,0.129,3.151,0.108,0.492405,1.1161,0.0330189,0.00876899,0.166891,0.195911,,,,,,,,,,,,
103,edit-mowiktionary,0,271,359,,,285,,6163,142261,2579999,,132,26586,78,,,2.64945,0.0302227,1.25965,78,,,2,1.48126,1.89625,2,1.95209,0.605296,0.253482,,,0.825795,4.99533,2.621,2.621,0.004,-0.457072,4.0615500000000004e-16,,,13.7877,,,,,,,,0.733333,198,,,,,,,1.56115,,,,,0.236769,8.7561,230,41,30,78,0.387187,3.481,0.477,0.423,2.071,1.56087
104,edit-zuwikibooks,0,271,356,,,235,,4195,114079,2442456,,25,17498,92,,,2.62731,0.0177385,1.51489,100,,,6,1.53587,1.9945,2,2.10835,0.617123,0.254213,,,0.865412,5.77448,2.781,2.781,0.602,-0.252218,9.26043e-05,,,41.2068,,,,,,,,0.549815,149,,,,,,0.0595875,1.21354,,,,,0.210674,5.5625,207,64,41,92,0.365169,3.691,0.786,0.045,2.241,1.71981
105,edit-abwiktionary,0,289,383,,,276,,7827,220366,4679773,,74,32796,176,,,2.65052,0.027144,1.38768,170,,,4,1.94246,3.77973,2,2.90001,0.589162,0.280679,,,0.806971,6.61842,2.931,2.931,0.011,-0.331248,1.7193400000000002e-08,,,19.3398,,,,,,,,0.723183,209,,,,,,,2.06196,,,,,0.154047,9.34146,248,41,4,176,0.396867,3.811,0.096,0.008,1.801,1.54435
106,edit-tkwikibooks,0,307,373,,,283,,5222,141637,3195945,,176,22898,100,,,2.42997,0.0186307,1.31802,109,,,7,1.57192,3.19425,2,2.24071,0.583491,0.269437,,,0.858779,5.19624,2.661,2.661,0.006,-0.221759,0.000169247,,,42.2019,,,,,,,,0.615894,186,,,,,,0.107002,4.02223,,,,,0.209115,6.01613,245,62,42,100,0.38874,3.421,0.642,0.0,2.061,1.52245
107,edit-mnwikibooks,0,253,388,,,257,,5759,152476,3386460,,437,27090,102,,,3.06719,0.0284607,1.50973,105,,,6,1.52256,1.9692,2,2.06534,0.62693,0.260309,,,0.829426,4.81169,2.581,2.581,0.0,-0.299204,1.03108e-06,,,43.2666,,,,,,,,0.681275,171,,,,,,0.14337,2.52809,,,,,0.177835,9.02326,210,43,43,102,0.345361,5.781,0.2,0.047,1.781,1.84762
108,moreno_innovation,1,241,1098,,,,0,8026,50535,198678,672,3165,59270,34,9,26,9.11203,0.0189834,,117,95,0.394191,5,2.04599,2.90966,3,2.48564,0.285124,0.395264,0.437158,0.347905,0.975396,1.52485,4.621,4.621,0.705,-0.0558291,0.0164422,0.251184,0.23252,12.8991,7.58214,5.72633,0.318761,0.510672,0.406933,1.50505,0.0473362,0.13278,32,0.0588522,8.991,0.076,3.791,0.038,1.48736,1.03757,,,,,,,,,,,,,,,,
109,edit-nawikibooks,0,300,414,,,280,,5918,141152,2566855,,27,24764,136,,,2.76,0.0224,1.47857,101,,,6,1.71968,3.57007,2,2.50768,0.63001,0.251208,,,0.836591,5.97879,2.811,2.811,0.273,-0.226078,0.000135854,,,42.2019,,,,,,,,0.666667,200,,,,,,0.138746,1.95256,,,,,0.18599,8.28,250,50,42,136,0.374396,3.751,0.259,0.033,2.011,1.656
110,edit-krwiki,0,221,456,,,281,,6612,160316,3055006,,2594,47890,147,,,4.1267,0.029089,1.62278,149,,,10,2.58232,6.35917,3,3.78779,0.574159,0.288377,,,0.835672,2.90954,3.361,3.361,0.0,-0.358072,6.337690000000001e-10,,,19.104,,,,,,,,0.545024,115,,,,,,0.0136332,1.02328,,,,,0.197368,7.6,161,60,43,147,0.368421,4.551,0.04,0.004,1.931,2.8323
111,edit-astwikibooks,0,362,447,,,313,,5477,162992,3923840,,57,23050,108,,,2.46961,0.0131867,1.42812,120,,,7,1.67253,3.60341,2,2.48576,0.594308,0.270694,,,0.876071,5.54935,2.731,2.731,0.159,-0.20334,0.000293522,,,47.2123,,,,,,,,0.519553,186,,,,,,0.12497,2.80423,,,,,0.225951,5.19767,276,86,47,108,0.375839,3.541,0.415,0.007,2.171,1.61957
112,edit-hzwiki,0,245,457,,,266,,2713,34311,365668,,846,18404,86,,,3.73061,0.0217143,1.71805,142,,,11,3.44266,5.85941,4,4.05387,0.597261,0.275711,,,0.885632,3.41487,2.331,2.331,0.857,-0.166868,0.00637437,,,29.1691,,,,,,,,0.446281,108,,,,,,0.0453781,1.95571,,,,,0.210066,6.52857,175,70,73,86,0.330416,4.561,0.126,0.132,1.881,2.61143
113,moreno_mac,1,62,1187,,,,0,44463,603956,5992165,9781,270724,2345978,57,47,41,38.2903,0.313855,,62,38,0.612903,2,0.822929,1.7472,1,1.38093,0.111721,0.452822,0.380792,0.389217,0.99493,2.29246,5.781,5.781,0.018,-0.07258,0.000449461,0.659942,0.602249,85.8363,52.3311,9.90716,0.0336984,0.811084,0.781341,16.3116,0.108325,0.0483871,3,-0.552571,7.271,0.916,8.341,0.785,21.8221,2.64352,,,,,,,,,,,,,,,,
114,edit-vowikibooks,0,394,499,,,347,,6689,223062,5991209,,22,27642,121,,,2.53299,0.0127832,1.43804,145,,,7,1.8144,3.80305,2,2.75742,0.602937,0.263527,,,0.875236,5.47919,2.721,2.721,0.478,-0.262633,6.97614e-07,,,42.2374,,,,,,,,0.557252,219,,,,,,0.0543849,1.29571,,,,,0.226453,5.60674,305,89,42,121,0.376754,3.611,0.115,0.101,2.171,1.63607
115,edit-cowikibooks,0,329,500,,,328,,5186,126955,2698212,,273,23708,94,,,3.03951,0.0175514,1.52439,228,,,17,6.26028,11.7519,7,6.92531,0.632578,0.256,,,0.872214,4.17346,2.431,2.431,0.034,-0.310903,8.79971e-09,,,45.2217,,,,,,,,0.574074,186,,,,,,0.00703445,1.99032,,,,,0.212,6.84932,256,73,45,94,0.332,4.431,0.496,0.452,2.051,1.95312
116,edit-suwikibooks,0,433,525,,,392,,8822,335723,10340072,,95,36916,138,,,2.42494,0.0129117,1.33929,162,,,7,1.73692,3.72667,2,2.63899,0.583743,0.269524,,,0.866444,5.46705,2.721,2.721,0.231,-0.255864,2.8153199999999996e-07,,,42.2019,,,,,,,,0.600928,259,,,,,,0.0539878,3.19972,,,,,0.220952,5.96591,345,88,42,138,0.390476,3.611,0.045,0.043,1.841,1.52174
117,edit-chowiki,0,278,540,,,355,,4363,64246,872637,,1564,30738,98,,,3.88489,0.0229373,1.52113,192,,,10,3.88289,6.28378,4,4.44726,0.556125,0.289815,,,0.883596,2.81483,2.171,2.171,0.293,-0.254242,1.21383e-06,,,17.0822,,,,,,,,0.445693,119,,,,,,0.0491012,1.09132,,,,,0.231481,7.01299,201,77,29,98,0.35,3.421,0.597,0.001,2.031,2.68657
118,edit-uzwikibooks,0,500,565,,,440,,13796,697423,27651060,,37,56420,177,,,2.26,0.0108385,1.28409,216,,,8,1.82896,3.91444,2,2.84374,0.567268,0.279646,,,0.855276,5.91387,2.801,2.801,0.079,-0.189664,6.24121e-05,,,42.2019,,,,,,,,0.600815,295,,,,,,0.0447699,2.88181,,,,,0.231858,5.53922,398,102,42,177,0.40531,3.781,0.187,0.309,2.131,1.4196
119,subelj_euroroad,0,1174,1417,,,,0,2833,1983,1308,32,41,14494,10,,,2.41397,0.00205794,,1039,,,62,16.9358,33.3405,17,19.1812,0.240881,0.412844,,,0.984809,2.2899,6.401,6.401,0.713,0.126684,1.30258e-11,0.0338863,,4.01044,,,,0.0612399,0.00417777,0.00809425,0.000805549,0.0877342,103,,,,,,0.0011603,1.02307,,,,,,,,,,,,,,,,
120,edit-iiwiki,0,251,616,,,318,,4550,68017,826041,,1323,29864,209,,,4.90837,0.0271377,1.93711,176,,,12,3.3706,5.73335,4,3.94175,0.666841,0.24513,,,0.867939,2.89886,2.281,2.281,0.136,0.0149717,0.79028,,,71.5268,,,,,,,,0.508065,126,,,,,,0.0203821,3.90275,,,,,0.168831,9.93548,189,62,59,209,0.332792,5.091,0.121,0.774,1.821,3.25926
121,edit-astwikiquote,0,394,637,,,381,,5532,130800,2731079,,122,24010,164,,,3.2335,0.0135106,1.67192,248,,,18,5.47454,9.61949,6,6.02983,0.668043,0.233124,,,0.881121,4.43639,2.491,2.491,0.987,-0.26405,1.6929799999999999e-07,,,45.0569,,,,,,,,0.529412,207,,,,,,0.0049799,1.09247,,,,,0.207221,6.7766,300,94,41,164,0.315542,3.051,0.917,0.249,2.251,2.12333
