graph_name,name,code,n,m,konect_url,data_url
edit-sawikibooks,Wikibooks edits (sa),bsa,1493,1956,http://konect.cc/networks/edit-sawikibooks/,http://konect.cc/files/download.tsv.edit-sawikibooks.tar.bz2
edit-kkwikibooks,Wikibooks edits (kk),bkk,1162,2101,http://konect.cc/networks/edit-kkwikibooks/,http://konect.cc/files/download.tsv.edit-kkwikibooks.tar.bz2
arenas-email,U. Rovira i Virgili,A@,1133,5451,http://konect.cc/networks/arenas-email/,http://konect.cc/files/download.tsv.arenas-email.tar.bz2
foodweb-baywet,Florida ecosystem wet,FW,128,2106,http://konect.cc/networks/foodweb-baywet/,http://konect.cc/files/download.tsv.foodweb-baywet.tar.bz2
foodweb-baydry,Florida ecosystem dry,FD,128,2137,http://konect.cc/networks/foodweb-baydry/,http://konect.cc/files/download.tsv.foodweb-baydry.tar.bz2
edit-mrwikiquote,Wikiquote edits (mr),qmr,1041,2250,http://konect.cc/networks/edit-mrwikiquote/,http://konect.cc/files/download.tsv.edit-mrwikiquote.tar.bz2
edit-liwikibooks,Wikibooks edits (li),bli,1229,2321,http://konect.cc/networks/edit-liwikibooks/,http://konect.cc/files/download.tsv.edit-liwikibooks.tar.bz2
edit-bewikibooks,Wikibooks edits (be),bbe,1160,2411,http://konect.cc/networks/edit-bewikibooks/,http://konect.cc/files/download.tsv.edit-bewikibooks.tar.bz2
edit-angwikibooks,Wikibooks edits (ang),bang,1436,2480,http://konect.cc/networks/edit-angwikibooks/,http://konect.cc/files/download.tsv.edit-angwikibooks.tar.bz2
edit-mrwikibooks,Wikibooks edits (mr),bmr,1199,2457,http://konect.cc/networks/edit-mrwikibooks/,http://konect.cc/files/download.tsv.edit-mrwikibooks.tar.bz2
edit-brwikiquote,Wikiquote edits (br),qbr,906,2625,http://konect.cc/networks/edit-brwikiquote/,http://konect.cc/files/download.tsv.edit-brwikiquote.tar.bz2
edit-bswikibooks,Wikibooks edits (bs),bbs,1135,2572,http://konect.cc/networks/edit-bswikibooks/,http://konect.cc/files/download.tsv.edit-bswikibooks.tar.bz2
edit-hawiktionary,Wiktionary edits (ha),mha,1017,2563,http://konect.cc/networks/edit-hawiktionary/,http://konect.cc/files/download.tsv.edit-hawiktionary.tar.bz2
edit-tnwiktionary,Wiktionary edits (tn),mtn,882,2716,http://konect.cc/networks/edit-tnwiktionary/,http://konect.cc/files/download.tsv.edit-tnwiktionary.tar.bz2
moreno_vdb,Dutch college,Mv,32,3062,http://konect.cc/networks/moreno_vdb/,http://konect.cc/files/download.tsv.moreno_vdb.tar.bz2
edit-tswiktionary,Wiktionary edits (ts),mts,1079,2756,http://konect.cc/networks/edit-tswiktionary/,http://konect.cc/files/download.tsv.edit-tswiktionary.tar.bz2
maayan-Stelzl,Human proteins (Stelzl),MS,1706,6207,http://konect.cc/networks/maayan-Stelzl/,http://konect.cc/files/download.tsv.maayan-Stelzl.tar.bz2
edit-ttwikibooks,Wikibooks edits (tt),btt,1671,2861,http://konect.cc/networks/edit-ttwikibooks/,http://konect.cc/files/download.tsv.edit-ttwikibooks.tar.bz2
maayan-vidal,Human proteins (Vidal),MV,3133,6726,http://konect.cc/networks/maayan-vidal/,http://konect.cc/files/download.tsv.maayan-vidal.tar.bz2
edit-lawikibooks,Wikibooks edits (la),bla,1014,2950,http://konect.cc/networks/edit-lawikibooks/,http://konect.cc/files/download.tsv.edit-lawikibooks.tar.bz2
maayan-figeys,Human proteins (Figeys),MF,2239,6452,http://konect.cc/networks/maayan-figeys/,http://konect.cc/files/download.tsv.maayan-figeys.tar.bz2
edit-suwikiquote,Wikiquote edits (su),qsu,2184,3029,http://konect.cc/networks/edit-suwikiquote/,http://konect.cc/files/download.tsv.edit-suwikiquote.tar.bz2
edit-thwikinews,Wikinews edits (th),nth,1737,2960,http://konect.cc/networks/edit-thwikinews/,http://konect.cc/files/download.tsv.edit-thwikinews.tar.bz2
edit-knwikiquote,Wikiquote edits (kn),qkn,1126,3075,http://konect.cc/networks/edit-knwikiquote/,http://konect.cc/files/download.tsv.edit-knwikiquote.tar.bz2
edit-sqwikiquote,Wikiquote edits (sq),qsq,1200,3128,http://konect.cc/networks/edit-sqwikiquote/,http://konect.cc/files/download.tsv.edit-sqwikiquote.tar.bz2
edit-sgwiktionary,Wiktionary edits (sg),msg,909,3094,http://konect.cc/networks/edit-sgwiktionary/,http://konect.cc/files/download.tsv.edit-sgwiktionary.tar.bz2
edit-skwikisource,Wikiquote edits (sk),qsk,1403,3143,http://konect.cc/networks/edit-skwikisource/,http://konect.cc/files/download.tsv.edit-skwikisource.tar.bz2
opsahl-powergrid,US power grid,UG,4941,6594,http://konect.cc/networks/opsahl-powergrid/,http://konect.cc/files/download.tsv.opsahl-powergrid.tar.bz2
edit-tiwiktionary,Wiktionary edits (ti),mti,1282,3148,http://konect.cc/networks/edit-tiwiktionary/,http://konect.cc/files/download.tsv.edit-tiwiktionary.tar.bz2
edit-urwikibooks,Wikibooks edits (ur),bur,1584,3164,http://konect.cc/networks/edit-urwikibooks/,http://konect.cc/files/download.tsv.edit-urwikibooks.tar.bz2
edit-cywikisource,Wikiquote edits (cy),qcy,1511,3417,http://konect.cc/networks/edit-cywikisource/,http://konect.cc/files/download.tsv.edit-cywikisource.tar.bz2
edit-afwikiquote,Wikiquote edits (af),qaf,1438,3450,http://konect.cc/networks/edit-afwikiquote/,http://konect.cc/files/download.tsv.edit-afwikiquote.tar.bz2
edit-cywikiquote,Wikiquote edits (cy),qcy,1557,3591,http://konect.cc/networks/edit-cywikiquote/,http://konect.cc/files/download.tsv.edit-cywikiquote.tar.bz2
edit-kmwikibooks,Wikibooks edits (km),bkm,1189,3661,http://konect.cc/networks/edit-kmwikibooks/,http://konect.cc/files/download.tsv.edit-kmwikibooks.tar.bz2
edit-mkwikibooks,Wikibooks edits (mk),bmk,2155,3748,http://konect.cc/networks/edit-mkwikibooks/,http://konect.cc/files/download.tsv.edit-mkwikibooks.tar.bz2
edit-urwikiquote,Wikiquote edits (ur),qur,2169,3995,http://konect.cc/networks/edit-urwikiquote/,http://konect.cc/files/download.tsv.edit-urwikiquote.tar.bz2
edit-sdwikinews,Wikinews edits (sd),nsd,2208,4069,http://konect.cc/networks/edit-sdwikinews/,http://konect.cc/files/download.tsv.edit-sdwikinews.tar.bz2
edit-bewikiquote,Wikiquote edits (be),qbe,1658,4036,http://konect.cc/networks/edit-bewikiquote/,http://konect.cc/files/download.tsv.edit-bewikiquote.tar.bz2
moreno_names,Bible,MN,1773,16401,http://konect.cc/networks/moreno_names/,http://konect.cc/files/download.tsv.moreno_names.tar.bz2
edit-dvwiktionary,Wiktionary edits (dv),mdv,1361,4497,http://konect.cc/networks/edit-dvwiktionary/,http://konect.cc/files/download.tsv.edit-dvwiktionary.tar.bz2
edit-tpiwiktionary,Wiktionary edits (tpi),mtpi,1057,4552,http://konect.cc/networks/edit-tpiwiktionary/,http://konect.cc/files/download.tsv.edit-tpiwiktionary.tar.bz2
edit-sswiktionary,Wiktionary edits (ss),mss,1540,4703,http://konect.cc/networks/edit-sswiktionary/,http://konect.cc/files/download.tsv.edit-sswiktionary.tar.bz2
edit-etwikibooks,Wikibooks edits (et),bet,1447,4863,http://konect.cc/networks/edit-etwikibooks/,http://konect.cc/files/download.tsv.edit-etwikibooks.tar.bz2
edit-euwikibooks,Wikibooks edits (eu),beu,1197,4898,http://konect.cc/networks/edit-euwikibooks/,http://konect.cc/files/download.tsv.edit-euwikibooks.tar.bz2
edit-kuwikiquote,Wikiquote edits (ku),qku,1333,4929,http://konect.cc/networks/edit-kuwikiquote/,http://konect.cc/files/download.tsv.edit-kuwikiquote.tar.bz2
edit-hywikibooks,Wikibooks edits (hy),bhy,1956,4927,http://konect.cc/networks/edit-hywikibooks/,http://konect.cc/files/download.tsv.edit-hywikibooks.tar.bz2
edit-iuwiktionary,Wiktionary edits (iu),miu,1152,4910,http://konect.cc/networks/edit-iuwiktionary/,http://konect.cc/files/download.tsv.edit-iuwiktionary.tar.bz2
edit-lnwiktionary,Wiktionary edits (ln),mln,1449,4895,http://konect.cc/networks/edit-lnwiktionary/,http://konect.cc/files/download.tsv.edit-lnwiktionary.tar.bz2
edit-ltwikisource,Wikiquote edits (lt),qlt,1983,4944,http://konect.cc/networks/edit-ltwikisource/,http://konect.cc/files/download.tsv.edit-ltwikisource.tar.bz2
petster-friendships-hamster,Hamsterster friendships,Shf,1858,12534,http://konect.cc/networks/petster-friendships-hamster/,http://konect.cc/files/download.tsv.petster-friendships-hamster.tar.bz2
edit-liwikiquote,Wikiquote edits (li),qli,2869,5040,http://konect.cc/networks/edit-liwikiquote/,http://konect.cc/files/download.tsv.edit-liwikiquote.tar.bz2
pajek-erdos,Erdős,EO,6927,11850,http://konect.cc/networks/pajek-erdos/,http://konect.cc/files/download.tsv.pajek-erdos.tar.bz2
edit-zh_min_nanwikisource,Wikiquote edits (zh-min-nan),qzh-min-nan,3172,5221,http://konect.cc/networks/edit-zh_min_nanwikisource/,http://konect.cc/files/download.tsv.edit-zh_min_nanwikisource.tar.bz2
edit-euwikiquote,Wikiquote edits (eu),qeu,1380,5591,http://konect.cc/networks/edit-euwikiquote/,http://konect.cc/files/download.tsv.edit-euwikiquote.tar.bz2
edit-suwiktionary,Wiktionary edits (su),msu,1499,5461,http://konect.cc/networks/edit-suwiktionary/,http://konect.cc/files/download.tsv.edit-suwiktionary.tar.bz2
edit-pawikisource,Wikiquote edits (pa),qpa,1113,5660,http://konect.cc/networks/edit-pawikisource/,http://konect.cc/files/download.tsv.edit-pawikisource.tar.bz2
edit-iswikiquote,Wikiquote edits (is),qis,1490,5743,http://konect.cc/networks/edit-iswikiquote/,http://konect.cc/files/download.tsv.edit-iswikiquote.tar.bz2
edit-lawikiquote,Wikiquote edits (la),qla,1681,5685,http://konect.cc/networks/edit-lawikiquote/,http://konect.cc/files/download.tsv.edit-lawikiquote.tar.bz2
edit-mswikibooks,Wikibooks edits (ms),bms,2102,5593,http://konect.cc/networks/edit-mswikibooks/,http://konect.cc/files/download.tsv.edit-mswikibooks.tar.bz2
petster-hamster-friend,Hamsterster friends,PHf,2952,12534,http://konect.cc/networks/petster-hamster-friend/,http://konect.cc/files/download.tsv.petster-hamster-friend.tar.bz2
edit-tlwikibooks,Wikibooks edits (tl),btl,2341,5767,http://konect.cc/networks/edit-tlwikibooks/,http://konect.cc/files/download.tsv.edit-tlwikibooks.tar.bz2
as20000102,Route views,AS,6474,13895,http://konect.cc/networks/as20000102/,http://konect.cc/files/download.tsv.as20000102.tar.bz2
edit-sahwikisource,Wikiquote edits (sah),qsah,1832,5882,http://konect.cc/networks/edit-sahwikisource/,http://konect.cc/files/download.tsv.edit-sahwikisource.tar.bz2
edit-adywiki,Wikipedia edits (ady),ady,1254,6003,http://konect.cc/networks/edit-adywiki/,http://konect.cc/files/download.tsv.edit-adywiki.tar.bz2
edit-atjwiki,Wikipedia edits (atj),atj,655,6306,http://konect.cc/networks/edit-atjwiki/,http://konect.cc/files/download.tsv.edit-atjwiki.tar.bz2
edit-hiwikibooks,Wikibooks edits (hi),bhi,3189,5850,http://konect.cc/networks/edit-hiwikibooks/,http://konect.cc/files/download.tsv.edit-hiwikibooks.tar.bz2
edit-siwikibooks,Wikibooks edits (si),bsi,3427,5850,http://konect.cc/networks/edit-siwikibooks/,http://konect.cc/files/download.tsv.edit-siwikibooks.tar.bz2
edit-liwikisource,Wikiquote edits (li),qli,3437,6143,http://konect.cc/networks/edit-liwikisource/,http://konect.cc/files/download.tsv.edit-liwikisource.tar.bz2
edit-omwiktionary,Wiktionary edits (om),mom,1124,6205,http://konect.cc/networks/edit-omwiktionary/,http://konect.cc/files/download.tsv.edit-omwiktionary.tar.bz2
edit-quwiktionary,Wiktionary edits (qu),mqu,1689,6491,http://konect.cc/networks/edit-quwiktionary/,http://konect.cc/files/download.tsv.edit-quwiktionary.tar.bz2
edit-kswiki,Wikipedia edits (ks),ks,2134,6470,http://konect.cc/networks/edit-kswiki/,http://konect.cc/files/download.tsv.edit-kswiki.tar.bz2
edit-rwwiktionary,Wiktionary edits (rw),mrw,1321,6776,http://konect.cc/networks/edit-rwwiktionary/,http://konect.cc/files/download.tsv.edit-rwwiktionary.tar.bz2
dnc-corecipient,DNC co-recipients,DN,2029,136602,http://konect.cc/networks/dnc-corecipient/,http://konect.cc/files/download.tsv.dnc-corecipient.tar.bz2
edit-gnwiktionary,Wiktionary edits (gn),mgn,2678,6691,http://konect.cc/networks/edit-gnwiktionary/,http://konect.cc/files/download.tsv.edit-gnwiktionary.tar.bz2
edit-kwwiktionary,Wiktionary edits (kw),mkw,1245,6895,http://konect.cc/networks/edit-kwwiktionary/,http://konect.cc/files/download.tsv.edit-kwwiktionary.tar.bz2
petster-hamster,Hamsterster full,Sh,2426,16631,http://konect.cc/networks/petster-hamster/,http://konect.cc/files/download.tsv.petster-hamster.tar.bz2
edit-bgwikibooks,Wikibooks edits (bg),bbg,2271,6788,http://konect.cc/networks/edit-bgwikibooks/,http://konect.cc/files/download.tsv.edit-bgwikibooks.tar.bz2
moreno_health,Adolescent health,ME,2539,12969,http://konect.cc/networks/moreno_health/,http://konect.cc/files/download.tsv.moreno_health.tar.bz2
edit-mowiki,Wikipedia edits (mo),mo,1643,7181,http://konect.cc/networks/edit-mowiki/,http://konect.cc/files/download.tsv.edit-mowiki.tar.bz2
edit-nawiktionary,Wiktionary edits (na),mna,1717,7094,http://konect.cc/networks/edit-nawiktionary/,http://konect.cc/files/download.tsv.edit-nawiktionary.tar.bz2
edit-kbpwiki,Wikipedia edits (kbp),kbp,1587,7350,http://konect.cc/networks/edit-kbpwiki/,http://konect.cc/files/download.tsv.edit-kbpwiki.tar.bz2
edit-newikibooks,Wikibooks edits (ne),bne,2504,7105,http://konect.cc/networks/edit-newikibooks/,http://konect.cc/files/download.tsv.edit-newikibooks.tar.bz2
edit-etwikiquote,Wikiquote edits (et),qet,1822,7681,http://konect.cc/networks/edit-etwikiquote/,http://konect.cc/files/download.tsv.edit-etwikiquote.tar.bz2
edit-zuwiktionary,Wiktionary edits (zu),mzu,1624,7532,http://konect.cc/networks/edit-zuwiktionary/,http://konect.cc/files/download.tsv.edit-zuwiktionary.tar.bz2
edit-aywiktionary,Wiktionary edits (ay),may,1958,7456,http://konect.cc/networks/edit-aywiktionary/,http://konect.cc/files/download.tsv.edit-aywiktionary.tar.bz2
edit-bswikisource,Wikiquote edits (bs),qbs,3347,7625,http://konect.cc/networks/edit-bswikisource/,http://konect.cc/files/download.tsv.edit-bswikisource.tar.bz2
edit-sqwikinews,Wikinews edits (sq),nsq,2511,7745,http://konect.cc/networks/edit-sqwikinews/,http://konect.cc/files/download.tsv.edit-sqwikinews.tar.bz2
edit-srwikibooks,Wikibooks edits (sr),bsr,3308,7700,http://konect.cc/networks/edit-srwikibooks/,http://konect.cc/files/download.tsv.edit-srwikibooks.tar.bz2
moreno_blogs,Blogs,Mg,1224,19025,http://konect.cc/networks/moreno_blogs/,http://konect.cc/files/download.tsv.moreno_blogs.tar.bz2
edit-gvwiktionary,Wiktionary edits (gv),mgv,1530,8287,http://konect.cc/networks/edit-gvwiktionary/,http://konect.cc/files/download.tsv.edit-gvwiktionary.tar.bz2
edit-jbowiktionary,Wiktionary edits (jbo),mjbo,1774,8417,http://konect.cc/networks/edit-jbowiktionary/,http://konect.cc/files/download.tsv.edit-jbowiktionary.tar.bz2
lqfb-Issue,LiquidFeedback (issues),Li,1271,7721,http://konect.cc/networks/lqfb-Issue/,none
edit-srwikiquote,Wikiquote edits (sr),qsr,2277,8672,http://konect.cc/networks/edit-srwikiquote/,http://konect.cc/files/download.tsv.edit-srwikiquote.tar.bz2
edit-jawikiversity,Wikiversity edits (ja),yja,2888,8599,http://konect.cc/networks/edit-jawikiversity/,http://konect.cc/files/download.tsv.edit-jawikiversity.tar.bz2
edit-iewiktionary,Wiktionary edits (ie),mie,2379,8719,http://konect.cc/networks/edit-iewiktionary/,http://konect.cc/files/download.tsv.edit-iewiktionary.tar.bz2
edit-roa_rupwiktionary,Wiktionary edits (roa-rup),mroa-rup,2137,8738,http://konect.cc/networks/edit-roa_rupwiktionary/,http://konect.cc/files/download.tsv.edit-roa_rupwiktionary.tar.bz2
edit-miwiktionary,Wiktionary edits (mi),mmi,2262,8909,http://konect.cc/networks/edit-miwiktionary/,http://konect.cc/files/download.tsv.edit-miwiktionary.tar.bz2
edit-slwikibooks,Wikibooks edits (sl),bsl,2250,8809,http://konect.cc/networks/edit-slwikibooks/,http://konect.cc/files/download.tsv.edit-slwikibooks.tar.bz2
lqfb-Area,LiquidFeedback (areas),La,1414,8154,http://konect.cc/networks/lqfb-Area/,none
edit-dawikiquote,Wikiquote edits (da),qda,2355,9143,http://konect.cc/networks/edit-dawikiquote/,http://konect.cc/files/download.tsv.edit-dawikiquote.tar.bz2
edit-skwikibooks,Wikibooks edits (sk),bsk,2586,9256,http://konect.cc/networks/edit-skwikibooks/,http://konect.cc/files/download.tsv.edit-skwikibooks.tar.bz2
edit-twwiki,Wikipedia edits (tw),tw,2493,9208,http://konect.cc/networks/edit-twwiki/,http://konect.cc/files/download.tsv.edit-twwiki.tar.bz2
p2p-Gnutella08,Gnutella (08),GN,6301,20777,http://konect.cc/networks/p2p-Gnutella08/,http://konect.cc/files/download.tsv.p2p-Gnutella08.tar.bz2
edit-yiwiktionary,Wiktionary edits (yi),myi,2848,9841,http://konect.cc/networks/edit-yiwiktionary/,http://konect.cc/files/download.tsv.edit-yiwiktionary.tar.bz2
prosper-support,Prosper groups,PS,7595,21017,http://konect.cc/networks/prosper-support/,none
twin,Sister cities,SC,14274,20573,http://konect.cc/networks/twin/,http://konect.cc/files/download.tsv.twin.tar.bz2
edit-bgwikisource,Wikiquote edits (bg),qbg,3862,9712,http://konect.cc/networks/edit-bgwikisource/,http://konect.cc/files/download.tsv.edit-bgwikisource.tar.bz2
edit-stwiktionary,Wiktionary edits (st),mst,2312,10000,http://konect.cc/networks/edit-stwiktionary/,http://konect.cc/files/download.tsv.edit-stwiktionary.tar.bz2
edit-tawikiquote,Wikiquote edits (ta),qta,3097,9857,http://konect.cc/networks/edit-tawikiquote/,http://konect.cc/files/download.tsv.edit-tawikiquote.tar.bz2
edit-aswikisource,Wikiquote edits (as),qas,3912,10320,http://konect.cc/networks/edit-aswikisource/,http://konect.cc/files/download.tsv.edit-aswikisource.tar.bz2
wiki_talk_cy,Wikipedia talk (cy),Tcy,2233,10740,http://konect.cc/networks/wiki_talk_cy/,http://konect.cc/files/download.tsv.wiki_talk_cy.tar.bz2
wiki_talk_oc,Wikipedia talk (oc),Toc,3144,11059,http://konect.cc/networks/wiki_talk_oc/,http://konect.cc/files/download.tsv.wiki_talk_oc.tar.bz2
edit-tawikibooks,Wikibooks edits (ta),bta,3873,10561,http://konect.cc/networks/edit-tawikibooks/,http://konect.cc/files/download.tsv.edit-tawikibooks.tar.bz2
edit-amwiktionary,Wiktionary edits (am),mam,1878,10969,http://konect.cc/networks/edit-amwiktionary/,http://konect.cc/files/download.tsv.edit-amwiktionary.tar.bz2
edit-vewiki,Wikipedia edits (ve),ve,2134,11047,http://konect.cc/networks/edit-vewiki/,http://konect.cc/files/download.tsv.edit-vewiki.tar.bz2
edit-kiwiki,Wikipedia edits (ki),ki,3382,11092,http://konect.cc/networks/edit-kiwiki/,http://konect.cc/files/download.tsv.edit-kiwiki.tar.bz2
edit-bnwikibooks,Wikibooks edits (bn),bbn,5688,11162,http://konect.cc/networks/edit-bnwikibooks/,http://konect.cc/files/download.tsv.edit-bnwikibooks.tar.bz2
edit-tewikiquote,Wikiquote edits (te),qte,3795,11174,http://konect.cc/networks/edit-tewikiquote/,http://konect.cc/files/download.tsv.edit-tewikiquote.tar.bz2
edit-tiwiki,Wikipedia edits (ti),ti,2174,11472,http://konect.cc/networks/edit-tiwiki/,http://konect.cc/files/download.tsv.edit-tiwiki.tar.bz2
arenas-pgp,Pretty Good Privacy,PG,10680,24316,http://konect.cc/networks/arenas-pgp/,http://konect.cc/files/download.tsv.arenas-pgp.tar.bz2
edit-siwiktionary,Wiktionary edits (si),msi,3016,11439,http://konect.cc/networks/edit-siwiktionary/,http://konect.cc/files/download.tsv.edit-siwiktionary.tar.bz2
edit-simplewikibooks,Wikibooks edits (simple),bsimple,3253,11524,http://konect.cc/networks/edit-simplewikibooks/,http://konect.cc/files/download.tsv.edit-simplewikibooks.tar.bz2
edit-mlwikibooks,Wikibooks edits (ml),bml,3955,11388,http://konect.cc/networks/edit-mlwikibooks/,http://konect.cc/files/download.tsv.edit-mlwikibooks.tar.bz2
edit-akwiki,Wikipedia edits (ak),ak,2872,11356,http://konect.cc/networks/edit-akwiki/,http://konect.cc/files/download.tsv.edit-akwiki.tar.bz2
